Time,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Category,Weather
1,68,7,25,101.52,0,Mainly Clear
2,72,11,25,101.48,0,Mainly Clear
3,74,13,25,101.45,0,Clear
4,77,9,24.1,101.46,0,Mainly Clear
5,79,6,48.3,101.47,0,Mainly Clear
6,74,9,48.3,101.51,0,Mainly Clear
7,69,11,48.3,101.52,0,Mainly Clear
8,64,9,48.3,101.5,0,Mainly Clear
9,60,9,48.3,101.47,0,Mainly Clear
10,58,9,48.3,101.43,0,Mainly Clear
11,56,9,48.3,101.39,0,Cloudy
12,55,6,48.3,101.33,0,Cloudy
13,55,11,48.3,101.23,0,Mostly Cloudy
14,55,17,48.3,101.17,0,Cloudy
15,54,17,48.3,101.1,0,Cloudy
16,51,20,48.3,101.02,0,Cloudy
17,49,19,48.3,100.97,0,Cloudy
18,54,17,48.3,100.92,0,Cloudy
19,57,17,48.3,100.91,0,Cloudy
20,56,15,48.3,100.95,0,Cloudy
21,54,19,25,100.99,0,Mostly Cloudy
22,55,22,25,101,0,Mostly Cloudy
23,55,13,25,101.03,0,Mostly Cloudy
0,59,15,25,101.04,0,Mainly Clear
1,64,13,25,101.07,0,Mainly Clear
2,67,19,25,101.08,0,Mainly Clear
3,69,17,25,101.06,0,Mainly Clear
4,72,17,25,101.1,0,Mainly Clear
5,74,19,24.1,101.12,0,Mostly Cloudy
6,73,20,24.1,101.14,0,Mostly Cloudy
7,69,17,48.3,101.16,0,Mostly Cloudy
8,66,17,48.3,101.17,0,Mostly Cloudy
9,62,17,48.3,101.15,0,Mostly Cloudy
10,59,19,48.3,101.15,0,Mostly Cloudy
11,57,19,24.1,101.14,0,Mostly Cloudy
12,52,19,24.1,101.13,0,Mostly Cloudy
13,50,20,24.1,101.06,0,Mostly Cloudy
14,47,22,24.1,101.06,0,Mostly Cloudy
15,46,24,24.1,101.02,0,Mostly Cloudy
16,47,24,24.1,100.98,0,Mainly Clear
17,48,20,24.1,100.95,0,Mainly Clear
18,50,22,24.1,100.96,0,Mostly Cloudy
19,53,20,24.1,100.97,0,Mostly Cloudy
20,56,7,24.1,100.99,0,Cloudy
21,59,9,25,101.02,0,Mainly Clear
22,62,13,25,101.02,0,Mainly Clear
23,65,13,25,101.13,0,Mostly Cloudy
0,68,13,25,101.14,0,Mostly Cloudy
1,71,9,25,101.17,0,Mostly Cloudy
2,74,9,25,101.11,0,Clear
3,76,9,25,101.12,0,Clear
4,75,9,24.1,101.13,0,Mostly Cloudy
5,76,6,25,101.19,0,Mostly Cloudy
6,74,9,24.1,101.19,0,Cloudy
7,71,22,24.1,101.01,0,Mostly Cloudy
8,69,6,24.1,101.12,0,Cloudy
9,67,15,24.1,101.03,0,Cloudy
10,64,13,24.1,100.98,0,Cloudy
11,61,11,24.1,101,0,Cloudy
12,60,9,24.1,100.99,0,Cloudy
13,62,15,24.1,100.99,0,Cloudy
14,63,11,24.1,101.01,0,Cloudy
15,58,20,24.1,100.92,0,Mostly Cloudy
16,59,17,24.1,100.87,0,Mostly Cloudy
17,60,19,24.1,100.91,0,Mostly Cloudy
18,59,19,24.1,100.93,0,Cloudy
19,62,20,24.1,100.94,0,Mostly Cloudy
20,66,19,24.1,100.85,0,Cloudy
21,67,11,25,100.81,0,Cloudy
22,69,9,25,100.86,0,Mostly Cloudy
23,69,13,25,100.89,0,Cloudy
0,68,17,25,100.82,0,Mostly Cloudy
1,67,19,25,100.87,0,Mainly Clear
2,70,24,25,100.88,0,Clear
3,72,20,25,100.9,0,Mainly Clear
4,74,13,24.1,100.97,0,Mainly Clear
5,74,19,24.1,101.01,0,Mainly Clear
6,69,22,48.3,101.04,0,Mainly Clear
7,64,24,48.3,101.07,0,Mostly Cloudy
8,64,19,48.3,101.1,0,Mostly Cloudy
9,62,17,24.1,101.09,0,Mostly Cloudy
10,61,9,24.1,101.06,0,Mostly Cloudy
11,59,17,24.1,101.06,0,Mainly Clear
12,58,20,24.1,101,0,Mainly Clear
13,56,19,24.1,100.91,0,Clear
14,51,17,24.1,100.83,0,Clear
15,47,22,24.1,100.75,0,Mainly Clear
16,49,26,24.1,100.74,0,Mainly Clear
17,49,15,24.1,100.69,0,Mainly Clear
18,48,17,24.1,100.61,0,Mostly Cloudy
19,57,11,24.1,100.63,0,Mostly Cloudy
20,60,17,24.1,100.61,0,Mostly Cloudy
21,66,15,25,100.61,0,Mainly Clear
22,62,24,25,100.57,0,Clear
23,65,19,25,100.6,0,Mainly Clear
0,67,20,25,100.61,0,Mainly Clear
1,68,22,25,100.6,0,Clear
2,70,11,25,100.6,0,Mainly Clear
3,71,11,25,100.58,0,Mainly Clear
4,71,11,25,100.57,0,Mainly Clear
5,70,17,24.1,100.6,0,Mainly Clear
6,68,17,24.1,100.6,0,Mainly Clear
7,65,17,24.1,100.6,0,Mainly Clear
8,63,11,24.1,100.59,0,Mainly Clear
9,58,19,24.1,100.52,0,Mainly Clear
10,55,17,24.1,100.47,0,Clear
11,53,13,24.1,100.42,0,Mainly Clear
12,52,15,24.1,100.36,0,Mainly Clear
13,52,24,24.1,100.32,0,Mostly Cloudy
14,49,20,24.1,100.25,0,Mainly Clear
15,44,24,24.1,100.2,0,Mainly Clear
16,42,24,24.1,100.14,0,Mainly Clear
17,43,30,24.1,100.09,0,Mainly Clear
18,47,22,24.1,100.06,0,Clear
19,46,30,24.1,100.08,0,Clear
20,51,22,24.1,100.1,0,Mainly Clear
21,53,20,25,100.13,0,Mainly Clear
22,55,17,25,100.14,0,Mainly Clear
23,58,17,25,100.09,0,Clear
0,63,9,25,100.07,0,Clear
1,66,9,25,100.11,0,Mainly Clear
2,62,15,25,100.1,0,Mainly Clear
3,64,22,25,100.12,0,Mainly Clear
4,68,19,24.1,100.14,0,Mainly Clear
5,70,20,24.1,100.21,0,Mainly Clear
6,71,19,24.1,100.28,0,Mostly Cloudy
7,69,19,24.1,100.33,0,Mostly Cloudy
8,70,17,24.1,100.37,0,Mostly Cloudy
9,65,17,24.1,100.4,0,Mostly Cloudy
10,63,19,24.1,100.4,0,Mostly Cloudy
11,63,22,24.1,100.41,0,Mostly Cloudy
12,58,22,24.1,100.41,0,Mostly Cloudy
13,45,20,24.1,100.39,0,Mostly Cloudy
14,40,22,48.3,100.37,0,Mostly Cloudy
15,39,20,48.3,100.32,0,Mainly Clear
16,38,22,48.3,100.29,0,Mainly Clear
17,38,24,48.3,100.29,0,Mainly Clear
18,38,17,48.3,100.31,0,Mainly Clear
19,42,11,48.3,100.38,0,Mostly Cloudy
20,46,7,24.1,100.42,0,Mostly Cloudy
21,50,9,25,100.47,0,Mostly Cloudy
22,55,9,25,100.48,0,Mainly Clear
23,59,9,25,100.52,0,Mainly Clear
0,62,7,25,100.56,0,Mostly Cloudy
1,57,9,25,100.6,0,Mainly Clear
2,60,13,25,100.62,0,Mainly Clear
3,63,13,25,100.65,0,Mainly Clear
4,63,15,24.1,100.7,0,Mainly Clear
5,64,15,48.3,100.82,0,Mostly Cloudy
6,74,15,24.1,100.8,1,Rain Showers
7,73,11,48.3,100.84,0,Mostly Cloudy
8,62,15,48.3,100.89,0,Mostly Cloudy
9,54,15,48.3,100.9,0,Mostly Cloudy
10,51,7,48.3,100.91,0,Mostly Cloudy
11,46,11,48.3,100.89,0,Mostly Cloudy
12,38,13,48.3,100.85,0,Mostly Cloudy
13,36,19,48.3,100.84,0,Mainly Clear
14,30,15,48.3,100.82,0,Mainly Clear
15,27,13,48.3,100.86,0,Mostly Cloudy
16,27,22,48.3,100.84,0,Mostly Cloudy
17,24,15,48.3,100.83,0,Mainly Clear
18,24,20,48.3,100.82,0,Mainly Clear
19,24,13,48.3,100.84,0,Mainly Clear
20,31,6,48.3,100.88,0,Clear
21,43,0,25,100.95,0,Clear
22,45,0,25,100.99,0,Mainly Clear
23,51,0,25,101.01,0,Clear
0,52,0,25,101,0,Clear
1,56,6,25,101.02,0,Clear
2,70,4,25,101.01,0,Clear
3,68,0,25,101.02,0,Clear
4,70,11,48.3,101.04,0,Clear
5,73,6,48.3,101.04,0,Clear
6,62,4,48.3,101.04,0,Clear
7,61,7,48.3,101.03,0,Clear
8,48,7,48.3,101.03,0,Clear
9,52,11,48.3,101,0,Clear
10,49,15,48.3,100.97,0,Clear
11,41,17,48.3,100.91,0,Mainly Clear
12,31,9,48.3,100.82,0,Mainly Clear
13,34,17,48.3,100.75,0,Mostly Cloudy
14,33,19,48.3,100.67,0,Mostly Cloudy
15,33,22,48.3,100.63,0,Mostly Cloudy
16,33,19,24.1,100.61,0,Cloudy
17,54,32,24.1,100.69,0,Cloudy
18,65,26,24.1,100.71,1,Rain Showers
19,73,20,24.1,100.74,1,Rain
20,77,24,24.1,100.69,1,Rain
21,73,19,25,100.67,0,Cloudy
22,72,9,25,100.6,0,Cloudy
23,74,13,25,100.57,0,Cloudy
0,82,9,19.3,100.51,1,Rain Showers
1,87,9,19.3,100.41,1,Rain
2,88,7,12.9,100.32,1,Drizzle
3,90,9,11.3,100.26,1,Rain
4,88,15,19.3,100.21,1,Rain
5,87,15,19.3,100.21,0,Cloudy
6,86,15,24.1,100.19,0,Mostly Cloudy
7,80,15,24.1,100.18,0,Cloudy
8,74,17,24.1,100.16,0,Mainly Clear
9,69,26,24.1,100.13,0,Mostly Cloudy
10,72,24,24.1,100.12,1,Rain Showers
11,65,22,24.1,100.1,0,Mostly Cloudy
12,63,26,24.1,100.12,0,Mostly Cloudy
13,63,19,24.1,100.12,0,Mostly Cloudy
14,60,26,24.1,100.13,0,Mostly Cloudy
15,60,28,24.1,100.09,0,Mostly Cloudy
16,62,26,24.1,100.12,0,Mostly Cloudy
17,69,26,24.1,100.14,0,Cloudy
18,71,28,24.1,100.12,0,Cloudy
19,76,22,24.1,100.14,0,Cloudy
20,78,11,24.1,100.12,0,Cloudy
21,76,13,25,100.13,0,Cloudy
22,71,24,25,100.13,0,Cloudy
23,72,22,25,100.14,0,Cloudy
0,71,26,25,100.12,0,Cloudy
1,71,24,25,100.13,0,Cloudy
2,72,11,25,100.11,0,Cloudy
3,71,13,25,100.12,0,Cloudy
4,70,13,24.1,100.12,0,Cloudy
5,71,17,24.1,100.16,0,Cloudy
6,70,17,24.1,100.18,0,Mostly Cloudy
7,69,11,24.1,100.19,0,Mostly Cloudy
8,67,17,24.1,100.18,0,Cloudy
9,66,9,24.1,100.16,0,Cloudy
10,65,13,24.1,100.15,0,Cloudy
11,64,11,24.1,100.12,0,Cloudy
12,70,15,24.1,100.12,1,Rain
13,71,26,19.3,100.1,0,Cloudy
14,74,20,19.3,100.07,1,Drizzle
15,71,20,24.1,100.03,0,Cloudy
16,80,17,24.1,100,0,Cloudy
17,79,13,24.1,99.99,1,Rain Showers
18,82,13,19.3,99.99,1,Rain
19,83,15,19.3,99.93,1,Rain
20,85,15,24.1,99.9,1,Rain
21,85,15,12.9,99.9,1,Rain
22,84,15,16.1,99.85,1,Rain
23,84,15,19.3,99.8,1,Rain
0,83,17,19.3,99.75,1,Rain
1,83,13,19.3,99.72,1,Rain
2,83,11,19.3,99.69,1,Rain
3,84,9,19.3,99.69,1,Rain
4,83,13,19.3,99.72,1,Rain
5,82,17,24.1,99.76,1,Rain
6,81,15,24.1,99.79,1,Rain
7,77,20,24.1,99.81,1,Rain
8,72,28,24.1,99.83,0,Mostly Cloudy
9,68,20,24.1,99.86,0,Cloudy
10,69,20,24.1,99.89,1,Rain
11,76,24,24.1,99.93,1,Rain
12,67,20,19.3,99.92,1,Rain
13,73,13,19.3,99.96,1,Rain
14,76,19,19.3,99.99,1,Rain
15,75,19,24.1,100.02,0,Mostly Cloudy
16,68,20,24.1,100.03,1,Rain
17,70,20,24.1,100.05,0,Mostly Cloudy
18,64,15,24.1,100.06,0,Mostly Cloudy
19,70,17,24.1,100.09,1,Rain
20,68,11,24.1,100.13,0,Cloudy
21,66,13,25,100.19,0,Mostly Cloudy
22,71,11,25,100.19,0,Cloudy
23,80,9,25,100.17,0,Cloudy
0,81,6,25,100.17,0,Cloudy
1,75,11,25,100.15,0,Cloudy
2,76,7,25,100.16,0,Cloudy
3,76,6,25,100.18,1,Rain
4,78,11,25,100.2,1,Rain Showers
5,78,9,48.3,100.25,0,Mostly Cloudy
6,77,11,48.3,100.27,0,Mostly Cloudy
7,76,11,48.3,100.29,0,Mostly Cloudy
8,72,9,48.3,100.28,0,Mostly Cloudy
9,67,11,48.3,100.27,0,Mostly Cloudy
10,64,11,48.3,100.23,0,Mostly Cloudy
11,60,13,48.3,100.21,0,Mostly Cloudy
12,56,9,48.3,100.19,0,Mostly Cloudy
13,54,17,48.3,100.11,0,Mainly Clear
14,53,22,48.3,100.08,0,Mainly Clear
15,47,22,48.3,100.03,0,Mainly Clear
16,45,22,48.3,100.01,0,Mainly Clear
17,40,19,48.3,99.92,0,Mostly Cloudy
18,41,19,48.3,99.9,0,Mostly Cloudy
19,46,13,48.3,99.91,0,Mostly Cloudy
20,52,11,24.1,99.89,0,Mainly Clear
21,56,11,25,99.95,0,Mainly Clear
22,63,11,25,99.88,0,Mostly Cloudy
23,67,15,25,99.85,0,Mostly Cloudy
0,60,15,25,99.83,1,Rain Showers
1,67,4,25,99.75,0,Cloudy
2,73,7,25,99.71,0,Cloudy
3,81,7,9.7,99.71,1,"Thunderstorms,Rain Showers,Fog"
4,86,9,24.1,99.68,0,Cloudy
5,85,13,24.1,99.71,0,Mostly Cloudy
6,83,17,24.1,99.72,0,Mostly Cloudy
7,75,20,24.1,99.65,0,Mainly Clear
8,72,24,24.1,99.61,0,Mainly Clear
9,66,24,24.1,99.55,0,Mainly Clear
10,64,26,48.3,99.52,0,Clear
11,64,26,24.1,99.51,0,Mainly Clear
12,59,32,24.1,99.47,0,Mostly Cloudy
13,53,37,48.3,99.46,0,Mainly Clear
14,46,33,48.3,99.44,0,Mainly Clear
15,38,32,48.3,99.42,0,Mainly Clear
16,33,28,48.3,99.39,0,Mainly Clear
17,33,30,48.3,99.43,0,Mainly Clear
18,35,24,48.3,99.45,0,Mainly Clear
19,37,17,48.3,99.45,0,Mainly Clear
20,42,9,25,99.51,0,Mainly Clear
21,50,22,25,99.58,0,Mainly Clear
22,48,22,25,99.59,0,Mostly Cloudy
23,50,17,25,99.61,0,Mainly Clear
0,49,20,25,99.63,0,Clear
1,49,15,25,99.68,0,Clear
2,51,17,25,99.67,0,Clear
3,57,17,25,99.66,0,Clear
4,62,20,48.3,99.7,0,Clear
5,59,26,48.3,99.83,0,Mostly Cloudy
6,59,28,48.3,99.85,0,Mostly Cloudy
7,59,20,48.3,99.86,0,Mostly Cloudy
8,57,26,48.3,99.88,0,Mostly Cloudy
9,53,26,48.3,99.83,0,Mainly Clear
10,52,30,48.3,99.83,0,Mainly Clear
11,50,26,48.3,99.79,0,Mainly Clear
12,48,26,48.3,99.74,0,Mainly Clear
13,45,30,48.3,99.68,0,Mainly Clear
14,37,33,48.3,99.67,0,Mainly Clear
15,38,28,24.1,99.66,0,Mostly Cloudy
16,38,26,48.3,99.65,0,Mostly Cloudy
17,64,11,48.3,99.69,0,Mostly Cloudy
18,61,22,24.1,99.79,0,Mostly Cloudy
19,64,7,48.3,99.86,0,Mostly Cloudy
20,66,6,25,99.92,0,Mostly Cloudy
21,64,13,25,100.02,0,Mostly Cloudy
22,61,7,25,100.04,0,Mostly Cloudy
23,66,4,25,100.07,0,Mostly Cloudy
0,67,0,25,100.1,0,Mostly Cloudy
1,76,6,25,100.14,0,Mostly Cloudy
2,76,9,24.1,100.16,0,Mostly Cloudy
3,67,7,25,100.22,0,Mostly Cloudy
4,61,6,24.1,100.27,0,Mostly Cloudy
5,60,0,24.1,100.32,0,Mostly Cloudy
6,60,7,24.1,100.41,0,Mostly Cloudy
7,61,11,24.1,100.46,0,Mostly Cloudy
8,58,6,24.1,100.5,0,Mainly Clear
9,54,4,48.3,100.51,0,Mainly Clear
10,54,13,48.3,100.5,0,Mainly Clear
11,53,19,48.3,100.5,0,Mainly Clear
12,51,22,48.3,100.54,0,Mainly Clear
13,49,22,48.3,100.55,0,Mainly Clear
14,50,17,48.3,100.56,0,Mainly Clear
15,51,15,48.3,100.56,0,Mostly Cloudy
16,51,15,48.3,100.55,0,Mostly Cloudy
17,51,11,48.3,100.52,0,Mainly Clear
18,52,17,48.3,100.52,0,Mainly Clear
19,51,15,48.3,100.51,0,Mainly Clear
20,57,11,25,100.55,0,Mainly Clear
21,59,7,25,100.63,0,Mainly Clear
22,66,11,25,100.63,0,Mainly Clear
23,67,9,25,100.67,0,Mainly Clear
0,72,13,25,100.69,0,Mainly Clear
1,74,7,25,100.71,0,Mainly Clear
2,77,7,25,100.72,0,Mainly Clear
3,77,6,25,100.72,0,Mainly Clear
4,75,0,24.1,100.75,0,Mainly Clear
5,78,6,24.1,100.76,0,Mainly Clear
6,71,6,48.3,100.79,0,Mainly Clear
7,65,9,48.3,100.81,0,Mainly Clear
8,63,15,48.3,100.84,0,Mostly Cloudy
9,59,15,48.3,100.83,0,Mainly Clear
10,59,13,48.3,100.81,0,Mainly Clear
11,55,19,48.3,100.78,0,Mainly Clear
12,53,15,48.3,100.73,0,Mainly Clear
13,45,17,48.3,100.66,0,Mainly Clear
14,42,19,48.3,100.61,0,Mostly Cloudy
15,37,30,48.3,100.55,0,Mainly Clear
16,36,22,48.3,100.54,0,Mainly Clear
17,35,26,48.3,100.62,0,Mostly Cloudy
18,37,20,48.3,100.66,0,Mostly Cloudy
19,39,15,48.3,100.69,0,Mostly Cloudy
20,47,9,25,100.75,0,Mainly Clear
21,54,6,25,100.81,0,Mainly Clear
22,57,6,25,100.82,0,Mainly Clear
23,59,7,25,100.81,0,Mainly Clear
0,62,7,25,100.83,0,Mainly Clear
1,67,4,25,100.84,0,Clear
2,67,4,25,100.83,0,Clear
3,66,0,25,100.83,0,Clear
4,78,6,24.1,100.89,0,Clear
5,64,6,48.3,100.84,0,Clear
6,62,9,48.3,100.98,0,Clear
7,53,6,48.3,100.97,0,Clear
8,51,0,48.3,100.96,0,Clear
9,50,9,48.3,100.94,0,Mainly Clear
10,49,4,48.3,100.89,0,Mainly Clear
11,47,9,48.3,100.85,0,Mostly Cloudy
12,45,11,48.3,100.79,0,Mostly Cloudy
13,43,13,48.3,100.74,0,Cloudy
14,41,9,48.3,100.66,0,Cloudy
15,40,15,48.3,100.58,0,Cloudy
16,37,15,48.3,100.55,0,Cloudy
17,34,15,48.3,100.49,0,Cloudy
18,36,11,48.3,100.44,0,Cloudy
19,51,17,48.3,100.41,0,Cloudy
20,47,17,48.3,100.36,0,Cloudy
21,50,13,25,100.37,1,Rain Showers
22,66,17,25,100.35,1,Rain Showers
23,69,0,25,100.32,1,Rain Showers
0,78,6,16.1,100.34,1,Rain
1,84,6,25,100.25,0,Cloudy
2,84,13,25,100.21,0,Cloudy
3,83,13,25,100.19,0,Cloudy
4,83,13,19.3,100.21,0,Cloudy
5,82,15,12.9,100.25,0,Cloudy
6,82,15,16.1,100.24,0,Cloudy
7,81,15,16.1,100.24,0,Cloudy
8,77,17,16.1,100.23,0,Cloudy
9,74,17,16.1,100.2,0,Mostly Cloudy
10,71,19,19.3,100.16,0,Cloudy
11,70,24,19.3,100.13,0,Cloudy
12,70,24,19.3,100.14,0,Cloudy
13,66,24,19.3,100.07,0,Mostly Cloudy
14,63,24,19.3,100.04,0,Mostly Cloudy
15,60,19,19.3,99.98,0,Mostly Cloudy
16,67,15,24.1,99.84,1,Thunderstorms
17,91,11,24.1,100.02,1,"Thunderstorms,Rain Showers"
18,85,9,24.1,100.06,0,Mainly Clear
19,83,6,24.1,100.09,0,Mainly Clear
20,85,9,24.1,100.15,0,Mainly Clear
21,84,9,25,100.25,0,Mainly Clear
22,77,17,25,100.31,0,Clear
23,82,11,25,100.37,0,Clear
0,82,9,25,100.38,0,Clear
1,86,6,25,100.45,0,Mainly Clear
2,88,11,25,100.43,0,Mainly Clear
3,87,11,25,100.46,0,Mainly Clear
4,90,7,24.1,100.47,0,Mainly Clear
5,90,9,24.1,100.56,0,Mainly Clear
6,79,13,24.1,100.62,0,Mainly Clear
7,74,17,24.1,100.68,0,Mainly Clear
8,71,7,24.1,100.73,0,Mainly Clear
9,69,6,48.3,100.74,0,Mostly Cloudy
10,67,9,48.3,100.72,0,Mostly Cloudy
11,65,7,48.3,100.69,0,Cloudy
12,65,6,48.3,100.68,0,Cloudy
13,63,9,48.3,100.66,0,Cloudy
14,59,11,48.3,100.66,0,Mostly Cloudy
15,63,11,48.3,100.69,0,Mostly Cloudy
16,66,17,48.3,100.66,0,Mostly Cloudy
17,60,17,48.3,100.65,0,Mainly Clear
18,62,19,48.3,100.64,0,Mainly Clear
19,65,15,48.3,100.65,0,Mainly Clear
20,68,13,48.3,100.69,0,Clear
21,69,9,25,100.76,0,Clear
22,77,9,25,100.76,0,Clear
23,82,7,25,100.74,0,Clear
0,81,7,25,100.73,0,Mainly Clear
1,81,0,25,100.75,0,Mainly Clear
2,83,4,25,100.74,0,Clear
3,83,7,25,100.76,0,Clear
4,82,7,25,100.75,0,Clear
5,83,6,48.3,100.78,0,Mainly Clear
6,82,9,48.3,100.79,0,Mostly Cloudy
7,79,13,48.3,100.79,0,Mostly Cloudy
8,71,15,48.3,100.76,0,Mostly Cloudy
9,65,19,48.3,100.69,0,Cloudy
10,64,15,48.3,100.65,0,Cloudy
11,59,15,48.3,100.61,0,Cloudy
12,54,22,48.3,100.52,0,Cloudy
13,55,22,24.1,100.5,0,Cloudy
14,53,22,24.1,100.45,0,Cloudy
15,55,20,24.1,100.47,0,Cloudy
16,55,20,24.1,100.41,0,Cloudy
17,57,15,24.1,100.38,0,Cloudy
18,59,11,24.1,100.33,0,Cloudy
19,61,15,24.1,100.36,0,Cloudy
20,64,13,24.1,100.33,0,Cloudy
21,67,7,25,100.36,0,Cloudy
22,75,9,25,100.39,0,Cloudy
23,73,11,25,100.46,1,Rain Showers
0,74,6,25,100.44,0,Cloudy
1,62,11,25,100.4,0,Cloudy
2,62,7,25,100.33,0,Cloudy
3,61,9,25,100.38,0,Cloudy
4,61,13,25,100.47,0,Cloudy
5,72,11,25,100.52,1,Rain
6,70,9,24.1,100.45,0,Cloudy
7,67,19,24.1,100.42,0,Mostly Cloudy
8,65,17,24.1,100.4,0,Cloudy
9,65,15,24.1,100.42,0,Mostly Cloudy
10,61,19,24.1,100.43,0,Mostly Cloudy
11,60,17,24.1,100.44,0,Mostly Cloudy
12,54,22,24.1,100.42,0,Mainly Clear
13,50,20,48.3,100.37,0,Mainly Clear
14,47,17,48.3,100.32,0,Mainly Clear
15,47,22,48.3,100.28,0,Mostly Cloudy
16,44,17,48.3,100.28,0,Mostly Cloudy
17,42,20,48.3,100.28,0,Mainly Clear
18,47,15,48.3,100.33,0,Mainly Clear
19,50,13,48.3,100.4,0,Mostly Cloudy
20,51,9,48.3,100.43,0,Mostly Cloudy
21,54,11,25,100.48,0,Mostly Cloudy
22,60,9,25,100.49,0,Mainly Clear
23,54,17,25,100.53,0,Mainly Clear
0,59,17,25,100.56,0,Mainly Clear
1,60,15,25,100.59,0,Mainly Clear
2,63,11,25,100.62,0,Mainly Clear
3,68,7,25,100.64,0,Mainly Clear
4,77,7,24.1,100.7,0,Clear
5,80,9,24.1,100.76,0,Mainly Clear
6,68,15,48.3,100.8,0,Mainly Clear
7,65,20,48.3,100.83,0,Mainly Clear
8,43,22,48.3,100.84,0,Mainly Clear
9,46,20,48.3,100.81,0,Clear
10,41,22,48.3,100.82,0,Clear
11,38,19,48.3,100.81,0,Clear
12,38,24,48.3,100.79,0,Clear
13,35,17,48.3,100.76,0,Mainly Clear
14,39,17,48.3,100.72,0,Mainly Clear
15,37,15,48.3,100.72,0,Mainly Clear
16,34,24,48.3,100.72,0,Mainly Clear
17,35,26,48.3,100.7,0,Mainly Clear
18,38,20,48.3,100.69,0,Mainly Clear
19,41,19,48.3,100.72,0,Mainly Clear
20,46,11,48.3,100.74,0,Clear
21,46,9,25,100.8,0,Clear
22,53,7,25,100.81,0,Clear
23,57,9,25,100.85,0,Clear
0,63,13,25,100.83,0,Clear
1,70,9,25,100.84,0,Clear
2,68,9,25,100.86,0,Clear
3,76,9,25,100.88,0,Mainly Clear
4,74,9,25,100.91,0,Mainly Clear
5,80,7,24.1,100.98,0,Mainly Clear
6,65,13,48.3,101.07,0,Mainly Clear
7,55,11,48.3,101.1,0,Clear
8,52,11,48.3,101.13,0,Clear
9,48,9,48.3,101.13,0,Clear
10,45,17,48.3,101.12,0,Clear
11,42,20,48.3,101.09,0,Clear
12,38,13,48.3,101.07,0,Clear
13,38,19,48.3,101.04,0,Mainly Clear
14,32,22,48.3,101.01,0,Mainly Clear
15,29,17,48.3,101,0,Mainly Clear
16,28,15,48.3,100.99,0,Mainly Clear
17,29,11,48.3,100.98,0,Mainly Clear
18,34,13,48.3,101,0,Mainly Clear
19,38,13,48.3,101.01,0,Mainly Clear
20,47,7,48.3,101.02,0,Clear
21,46,6,25,101.05,0,Mainly Clear
22,57,4,25,101.04,0,Clear
23,64,6,25,101.05,0,Mainly Clear
0,64,7,25,101.04,0,Clear
1,55,13,25,101.04,0,Clear
2,63,7,25,101.06,0,Clear
3,69,9,25,101.06,0,Clear
4,77,11,24.1,101.11,0,Clear
5,73,9,48.3,101.15,0,Mainly Clear
6,73,9,48.3,101.19,0,Mainly Clear
7,62,9,48.3,101.22,0,Mainly Clear
8,65,15,48.3,101.22,0,Mainly Clear
9,55,9,48.3,101.24,0,Mainly Clear
10,47,9,48.3,101.23,0,Mainly Clear
11,41,15,48.3,101.21,0,Mainly Clear
12,35,26,48.3,101.15,0,Mainly Clear
13,33,22,48.3,101.14,0,Mainly Clear
14,36,19,48.3,101.11,0,Mostly Cloudy
15,38,19,48.3,101.09,0,Mainly Clear
16,38,13,48.3,101.09,0,Mostly Cloudy
17,36,13,48.3,101.1,0,Mainly Clear
18,35,19,48.3,101.13,0,Mainly Clear
19,42,13,48.3,101.18,0,Mainly Clear
20,46,11,48.3,101.26,0,Clear
21,40,11,25,101.34,0,Mainly Clear
22,41,7,25,101.37,0,Clear
23,52,9,25,101.43,0,Clear
0,45,7,25,101.45,0,Clear
1,62,0,25,101.5,0,Clear
2,63,4,25,101.52,0,Clear
3,54,4,25,101.55,0,Clear
4,72,4,24.1,101.6,0,Clear
5,75,4,48.3,101.66,0,Clear
6,70,6,48.3,101.71,0,Clear
7,57,4,48.3,101.73,0,Clear
8,48,4,48.3,101.75,0,Clear
9,44,9,48.3,101.73,0,Clear
10,39,7,48.3,101.74,0,Mainly Clear
11,39,9,48.3,101.72,0,Mainly Clear
12,33,13,48.3,101.69,0,Mainly Clear
13,33,15,48.3,101.66,0,Mainly Clear
14,32,13,48.3,101.61,0,Mostly Cloudy
15,31,19,48.3,101.59,0,Mostly Cloudy
16,31,20,48.3,101.54,0,Mostly Cloudy
17,34,19,48.3,101.5,0,Mostly Cloudy
18,30,19,48.3,101.48,0,Mostly Cloudy
19,33,13,24.1,101.5,0,Mostly Cloudy
20,39,9,25,101.49,0,Mainly Clear
21,51,13,25,101.53,0,Mainly Clear
22,51,9,25,101.5,0,Mainly Clear
23,50,17,25,101.5,0,Clear
0,57,11,25,101.5,0,Clear
1,72,6,25,101.5,0,Clear
2,61,6,25,101.49,0,Clear
3,60,11,25,101.5,0,Clear
4,61,7,24.1,101.52,0,Mainly Clear
5,73,9,48.3,101.56,0,Mainly Clear
6,60,17,48.3,101.57,0,Mainly Clear
7,57,15,48.3,101.58,0,Mainly Clear
8,55,13,48.3,101.59,0,Mainly Clear
9,61,15,48.3,101.56,0,Mainly Clear
10,50,20,48.3,101.57,0,Mainly Clear
11,42,22,48.3,101.54,0,Mainly Clear
12,40,22,48.3,101.5,0,Mainly Clear
13,38,24,48.3,101.46,0,Mainly Clear
